---,Speakers,Type,TitleText,Text,ButtonText,Voiceover,AudioTableEntry,ContextType1,ContextParam1,ContextType2,ContextParam2,ContextType3,ContextParam3,IconPortraitTag,Tags,Weight,ContextEntries,bDefaultSet,Notes
EndlessDungeon_Fazeer_RulesRevealed02,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""3C6CC2CF458131659D1EB7AA36344EBC"", ""Seen it before."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_RulesRevealed_02"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_RulesRevealed03,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""BCC0BDBD4621AEF07103FD9F637CE640"", ""Honestly, I think you could do better."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_RulesRevealed_03"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_RulesRevealed04,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""4C1A51D340D04CAAAE3A0688EE26E047"", ""Oh, that one?"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_RulesRevealed_04"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_RulesRevealed05,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""7C0FEA33459EC9C2D8D8C28CA84CF8AA"", ""Sweet, I just finished tightening up the graphics on that level."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_RulesRevealed_05"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_RulesRevealed06,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""EC525AB34C56A5A9E06180A4E664469A"", ""Again?"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_RulesRevealed_06"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_RulesRevealed07,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""E3152FE342D0B58D71ED1F832D47C26B"", ""That doesn\'t sound so tough…"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_RulesRevealed_07"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_RulesRevealed08,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A65BC41E49E658F0052737B0DBAC141D"", ""But can you do it with one arm tied behind your back?"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_RulesRevealed_08"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_RulesRevealed09,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""12792AEB47464F2BBE6DF7BB1A1BC397"", ""That makes me strangely… hungry."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_RulesRevealed_09"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_RulesRevealed10,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""929FDE744378C1E0D866A08A6AEA64CA"", ""I\'ve got one of those at home."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_RulesRevealed_10"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_RulesRevealed11,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""6DD1B6B5460BE76CB6CFC7868E7961D8"", ""Think they made a cutscene for that one?"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_RulesRevealed_11"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_RulesRevealed12,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""278800A04E8D7C91119E918835B44D18"", ""I could do that."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_RulesRevealed_12"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_PlayChallenge01,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""87BE41C6470F2DFE7808DEAB3CC48303"", ""Let\'s go!"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_Play_01"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_PlayChallenge02,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""306C08CA481C6FFC02139982ECFD145F"", ""It\'s a fine time to die!"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_Play_02"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_PlayChallenge03,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""7034FE3E4F27AB0A530420ACDB7DC1FD"", ""Let\'s get hackin\'!"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_Play_03"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_PlayChallenge04,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""3924571C4EE313191EFE86A70308610B"", ""Time to slash, hack and warp on back!"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_Play_04"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_PlayChallenge05,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""88F8FEDE473F4301EAF7EF91E3C04D9C"", ""Limbs inside the portal, please."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_Play_05"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_PlayChallenge06,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""E3FF8EE444A32020CD366EAA503AC3D4"", ""This won\'t hurt… much."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_Play_06"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_PlayChallenge07,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""F9D8D064482397CD018BB0AAF632E55B"", ""Let\'s find somethin\' to slaughter!"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_Play_07"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ExitCallout01,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""E30591AA44947B218F5485B3B92B676A"", ""Yoo-hoo! Over here!"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_Call_01"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ExitCallout02,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""C7E84EF04A7F75274A345DB57726F2EA"", ""No, don\'t mind me."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_Call_02"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ExitCallout03,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""CC0F54AD437F7CB7EF6870AED3EFA901"", ""I\'ll just be over here. Waiting."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_Call_03"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ExitCallout04,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""739E26BF45A92AAD5E6805BE179ED9A3"", ""You won\'t keep Fazeer waiting, will you?"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_Call_04"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ExitCallout05,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""93ABD6CB416B862080A28B831B3E275D"", ""Didja beat the boss? You really should beat the boss."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_Call_05"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ExitCallout06,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""01049F144DB9BD103FE9CCB060A9A67D"", ""We should get goin\'. That guy was lookin\' at me funny."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_Call_06"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ExitCallout07,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""211ABB3B4AF080655CCC858411E1B418"", ""You got this. I\'ll just be over here."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_Call_07"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ClusterReveal01,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""0D27736B4319BF133E983797643452DE"", ""Oh, that smarts."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_AffixRevelaed_01"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ClusterReveal02,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""9ACD83A443FC2842F18829A550BB4D49"", ""Yeesh."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_AffixRevelaed_02"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ClusterReveal03,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""FABE9D7B417FBA138C523CA8F4792C15"", ""I did not see that coming."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_AffixRevelaed_03"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ClusterReveal04,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""1B3A6C83404C93DA20D6D78A7A5B4D68"", ""Yes, but can you pet the dog?"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_AffixRevelaed_04"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ClusterReveal05,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""3BB59DB246ECB260427B3B85F8444C4E"", ""Aw, I was hoping for fishing."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_AffixRevelaed_05"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_ClusterReveal06,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""ED4E59474D127221B35AB5937082FB1C"", ""Oh boy."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_AffixRevelaed_06"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_NextCluster01,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""2DA7E1894D9D0909BA4EC0B59F76450F"", ""You\'ve got this, right?"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_NextCluster_01"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_NextCluster02,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""CC9F4923418CA6398279A1852EC58151"", ""Hey, that\'s not that many."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_NextCluster_02"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_NextCluster03,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""F95A1BF04FCFCD634EC68D9C4DB891DD"", ""Wow, that\'s some dungeons right there."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_NextCluster_03"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_NextCluster04,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""75E832BD4FAEFB71D600AC8ABFDA87BC"", ""It\'s best to think of them individually."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_NextCluster_04"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_NextCluster05,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""E51666D74CAE466DE74E84A12E8D395C"", ""They say the journey of a thousand dungeons begins with a single… y\'know, dungeon."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_NextCluster_05"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_NextCluster06,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""0D7A2B1D4CB492119FAA38B3C00851F8"", ""Look at that, almost there!"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_NextCluster_06"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_CloseUI01,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""A236E70047E947B227D4AAA549609511"", ""See ya!"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_CloseUI_01"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_CloseUI02,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""17167E72426EF1FD071F30953E4BBA4C"", ""Fine then."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_CloseUI_02"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_CloseUI03,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""942A38C342B7AF0B899388A2AABD4A8D"", ""Alrighty!"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_CloseUI_03"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_CloseUI04,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""AD5E4C9A48ADD683274D9ABB0E457036"", ""Later!"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_CloseUI_04"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_CloseUI05,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""9231F974487744B67998F6A30161040E"", ""Okay…"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_CloseUI_05"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_CloseUI06,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""CA3746AD4C84BF38FB92C2BFB055E40F"", ""Next time!"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_CloseUI_06"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_UseConsumable01,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""0DA52A96429198BF1785268C02968DD4"", ""We\'ll see if that helps…"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_GeneralConsumable_01"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_UseConsumable02,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""34EC08D545BF021A70861BA952B861C2"", ""Nice."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_GeneralConsumable_02"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_UseConsumable03,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""406F8222426C18D292D212B964C8EAC0"", ""Hey, where\'d you get that?"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_GeneralConsumable_03"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_UseConsumable04,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""56E516BF405BCEBE07F707A76A66C600"", ""Should be easy now, right?"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_GeneralConsumable_04"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_UseConsumable05,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""7D434CA44084D4E2324546A526ED8FAF"", ""Ooh, big spender!"")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_GeneralConsumable_05"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_UseConsumable06,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""B65B392147C5A62CD060EFB422CF0E06"", ""That should do the trick."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_GeneralConsumable_06"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EndlessDungeon_Fazeer_UseConsumable07,"((RowName=""EndlessDungeon_FazeerSpeaker""))","Modal","","NSLOCTEXT(""DialogueTable"", ""9BF63573468FFD880FF100848F950A09"", ""Oh, one of those."")","","(AssetGuid=DDDDA5882E5748E7BBF3B296C0FC1A91)","(AudioTableEntry=""VO_Fazeer_GeneralConsumable_07"")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
