---,Type,Item,Prop,PropSpawn,Trait,Currency,Pet,PetSpawn,Spawn,AffixSpawn,ItemModifySpawn,SpawnLevelFrom,SpawnLevelFixed,SpawnLevelAdd,SpawnLevelMult,Query,RequiredItemLevel,Tags,TagQuery,Quantity,bDropOnGround,bHidden,TraitParameterRowName,TraitParameterSource,TraitLimitBehavior,bLimitedTime,bApplyToFortProp,StatusEffectClass,StatusEffectDuration,Notes
FortDecoUnlockItem_LibraryCarousel,"Item","(RowName=""FortDecoUnlockItem_Rare_LibraryCarousel"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","LibraryCarousel","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
FortDecoUnlockItem_KingGazebo,"Item","(RowName=""FortDecoUnlockItem_Rare_KingGazebo"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","KingGazebo","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
FortDecoUnlockItem_ScrollCabinet,"Item","(RowName=""FortDecoUnlockItem_Magic_ScrollCabinet"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","ScrollCabinet","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
FortDecoUnlockItem_BushSquare,"Item","(RowName=""FortDecoUnlockItem_Normal_BushSquare"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","BushSquare","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
FortDecoUnlockItem_BushRing,"Item","(RowName=""FortDecoUnlockItem_Normal_BushRing"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","BushRing","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
FortDecoUnlockItem_BushHalfRing,"Item","(RowName=""FortDecoUnlockItem_Normal_BushHalfRing"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","BushHalfRing","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
FortDecoUnlockItem_BushL,"Item","(RowName=""FortDecoUnlockItem_Normal_BushL"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","BushL","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
FortDecoUnlockItem_BushCurve,"Item","(RowName=""FortDecoUnlockItem_Normal_BushCurve"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","BushCurve","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
FortDecoUnlockItem_BushStraight,"Item","(RowName=""FortDecoUnlockItem_Normal_BushStraight"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","BushStraight","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
FortDecoUnlockItem_FloorGear,"Item","(RowName=""FortDecoUnlockItem_Magic_FloorGear"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","FloorGear","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
FortDecoUnlockItem_SconceLamp,"Item","(RowName=""FortDecoUnlockItem_Magic_SconceLamp"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","SconceLamp","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
FortDecoUnlockItem_CrystalCogLamp,"Item","(RowName=""FortDecoUnlockItem_Rare_CrystalCogLamp"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","CrystalCogLamp","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
FortDecoUnlockItem_WyrmSkull,"Item","(RowName=""FortDecoUnlockItem_Rare_WyrmSkull"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","WyrmSkull","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
FortDecoUnlockItem_Echtrastone,"Item","(RowName=""FortDecoUnlockItem_Magic_Echtrastone"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Echtrastone","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
FortDecoUnlockItem_VioletThrone,"Item","(RowName=""FortDecoUnlockItem_Rare_VioletThrone"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","VioletThrone","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
FortDecoUnlockItem_VioletBench,"Item","(RowName=""FortDecoUnlockItem_Magic_VioletBench"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","VioletBench","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
FortDecoUnlockItem_VioletStool,"Item","(RowName=""FortDecoUnlockItem_Magic_VioletStool"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","VioletStool","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
FortDecoUnlockItem_FloorWoodPlanks,"Item","(RowName=""FortDecoUnlockItem_Normal_FloorWoodPlanks"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","FloorWoodPlanks","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
FortDecoUnlockItem_FloorStoneBlocks,"Item","(RowName=""FortDecoUnlockItem_Normal_FloorStoneBlocks"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","FloorStoneBlocks","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
FortDecoUnlockItem_BarrelsBox,"Item","(RowName=""FortDecoUnlockItem_Normal_BarrelsBox"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","BarrelsBox","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
FortDecoUnlockItem_Keg,"Item","(RowName=""FortDecoUnlockItem_Magic_Keg"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Keg","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
FortDecoUnlockItem_KegStack,"Item","(RowName=""FortDecoUnlockItem_Magic_KegStack"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","KegStack","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
FortDecoUnlockItem_Anchor,"Item","(RowName=""FortDecoUnlockItem_Magic_Anchor"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Anchor","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
FortDecoUnlockItem_LanternExplorer,"Item","(RowName=""FortDecoUnlockItem_Magic_LanternExplorer"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","LanternExplorer","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
FortDecoUnlockItem_LampPost4Way,"Item","(RowName=""FortDecoUnlockItem_Magic_LampPost4Way"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","LampPost4Way","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
FortDecoUnlockItem_WaterPump,"Item","(RowName=""FortDecoUnlockItem_Magic_WaterPump"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","WaterPump","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
FortDecoUnlockItem_ArchIron,"Item","(RowName=""FortDecoUnlockItem_Magic_ArchIron"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","ArchIron","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
FortDecoUnlockItem_FenceIron,"Item","(RowName=""FortDecoUnlockItem_Magic_FenceIron"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","FenceIron","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
FortDecoUnlockItem_WallWood,"Item","(RowName=""FortDecoUnlockItem_Magic_WallWood"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","WallWood","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
FortDecoUnlockItem_ArchWood,"Item","(RowName=""FortDecoUnlockItem_Magic_ArchWood"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","ArchWood","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
FortDecoUnlockItem_ToolRack,"Item","(RowName=""FortDecoUnlockItem_Rare_ToolRack"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","ToolRack","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
FortDecoUnlockItem_FireCircle,"Item","(RowName=""FortDecoUnlockItem_Magic_FireCircle"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","FireCircle","CustomRowName","FailIfExceedsLimit","False","False","None","0.000000",""
