---,MinLevel,MaxLevel,DropWeight,MaxCount,TextFormat,ItemTextFormat,bAlwaysShowAffixName,bIsPrimaryAffix,TraitType,AffixTags,ElementTag,AffixCurveValue1,AffixCurveValue2,AffixCurveValue3,AffixCurveValue4,AffixCurveValue5,AffixCurveValue6,TraitString,Normal,Magic,Rare,Legendary,Unique,SetBonusTag,SetBonusCountRequired,EnchantingMagicMultipliers,EnchantingRareMultipliers,EnchantingLegendaryMultipliers,LifeboundMultiplier,bRound,TextOnDrop,Notes
Legendary_ArcPowered_RelicChargeUp,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""B36DC2AF42D1D22B934400A683F83B73"", ""Activate your <span color=\""#FFD700\"">Relic</>: become <span color=\""#FFD700\"">Charged Up</> for 15 sec., gaining 30% Movement Speed and dealing 100% weapon damage to nearby enemies on hit"")","","False","True","Always","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Legendary.Global.ArcPowered.RelicChargeUp"")))","(TagName="""")","Ones","None","None","None","None","None","MinionsOnProcFromAffix|LegendaryRelicChargeUpCaster;ProcChance|Legendary_RelicActiveChargeUp","1;1","1;1","1;1","1;1","1;1","(TagName="""")","0","","","","1.200000","False","",""
Legendary_ArcPowered_RelicSkillRefresh,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""EEEDBD0B47C8DCCC854B27BF2962CECD"", ""Cast your <span color=\""#FFD700\"">Relic Skill</>: 10% chance to instantly refresh it"")","","False","True","Always","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Legendary.Global.ArcPowered.RelicSkillRefresh"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_RelicSkillRefresh","0.1","0.1","0.1","0.1","0.1","(TagName="""")","0","","","","1.200000","False","",""
Legendary_ArcPowered_ZapOnBlock,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""40DBCD4448C60D5C907CA7B62E84DEA0"", ""On Block: 10% chance to <span color=\""#FFD700\"">Zap</> nearby enemies, dealing 250% Weapon Damage"")","","False","True","Always","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Legendary.Global.ArcPowered.ZapOnBlock"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_ZapOnBlock","0.1","0.1","0.1","0.1","0.1","(TagName="""")","0","","","","1.200000","False","",""
LegendarySetBonus_ArcPowered_LuckOnVolturaKill,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""D6C09699460B25E82873CBB3E6C7FBB1"", ""<span color=\""#FFD700\"">Lucky Adventurer</> is twice as effective"")","","False","True","SetBonus","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Legendary.Global.ArcPowered.LuckOnVolturaKill""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Global.ArcPowered.LuckOnVolturaKill","1","1","1","1","1","(TagName=""Affix.Legendary.SetCounter.ArcPowered"")","3","","","","1.200000","False","",""
LegendarySetBonus_ArcPowered_ElectricVolturaProtection,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""9052BACF4B8EF743B8D17D87C5334D3B"", ""<span color=\""#FFD700\"">Immunity</> duration increased to 10 seconds"")","","False","True","SetBonus","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Legendary.Global.ArcPowered.ElectricVolturaProtection""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Global.ArcPowered.ElectricVolturaProtection","1","1","1","1","1","(TagName=""Affix.Legendary.SetCounter.ArcPowered"")","3","","","","1.200000","False","",""
LegendarySetBonus_ArcPowered_ShrineDuration,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""2DF6DF8C428D8224442E1AB61CDFB439"", ""Increase <span color=\""#FFD700\"">Conduit Shrine</> duration to 40 seconds"")","","False","True","SetBonus","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Legendary.Global.ArcPowered.ShrineDuration""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Global.ArcPowered.ShrineDuration","20","20","20","20","20","(TagName=""Affix.Legendary.SetCounter.ArcPowered"")","3","","","","1.200000","False","",""
LegendarySetBonus_ArcPowered_RelicChargeUp,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""FEFF40A34CF7E61A4463BBBEBFE7ECAC"", ""<span color=\""#FFD700\"">Charged Up</> lasts twice as long"")","","False","True","SetBonus","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Legendary.Global.ArcPowered.RelicChargeUp""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Global.ArcPowered.RelicChargeUp","1","1","1","1","1","(TagName=""Affix.Legendary.SetCounter.ArcPowered"")","3","","","","1.200000","False","",""
LegendarySetBonus_ArcPowered_RelicSkillRefresh,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""403F6F004E34B7E9C84BFA8421CE48FC"", ""Chance to trigger refresh effect increased to 20%"")","","False","True","SetBonus","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Legendary.Global.ArcPowered.RelicSkillRefresh""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_RelicSkillRefresh","0.1","0.1","0.1","0.1","0.1","(TagName=""Affix.Legendary.SetCounter.ArcPowered"")","3","","","","1.200000","False","",""
LegendarySetBonus_ArcPowered_ZapOnBlock,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""B5F07BBE4C25DB62947E65B2A46544A0"", ""<span color=\""#FFD700\"">Zap</> chance increased to 20%"")","","False","True","SetBonus","(GameplayTags=((TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Legendary.Global.ArcPowered.ZapOnBlock""),(TagName=""Affix.Legendary.SetBonus"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_ZapOnBlock","0.1","0.1","0.1","0.1","0.1","(TagName=""Affix.Legendary.SetCounter.ArcPowered"")","3","","","","1.200000","False","",""
Legendary_PoisonAmmoBasic,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""C3604EB2469C6A1581426EB5B1035DC9"", ""Cast your <span color=\""#FFD700\"">Relic Skill</>: Gain 3 <span color=\""#FFD700\"">Volatile Ammo</>\r\nHit with <span color=\""#FFD700\"">Basic Attack</>: Spend a <span color=\""#FFD700\"">Volatile Ammo</> to explode poison around the enemy, dealing 300% Weapon Damage"")","","False","True","Always","(GameplayTags=((TagName=""Item.Weapon.2H""),(TagName=""Affix.Legendary.Global.PoisonAmmoBasic"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_PoisonAmmoOnRelic","1","1","1","1","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_ChainLightningBasic,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""4B7C75DD4719325F0D8FB68ADCB80D41"", ""On Hit: 10% chance to <span color=\""#FFD700\"">Chain Lightning</> between up to 2 nearby enemies, dealing 100% Weapon Damage\r\n<span color=\""#FFD700\"">Basic Attacks</> have a 50% chance to <span color=\""#FFD700\"">Chain Lightning</> "")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Global.ChainLightningBasic""),(TagName=""Item.Weapon.1H"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_BasicChainLightningOnBasic;ProcChance|Legendary_ChainLightning",".4;.1",".4;.1",".4;.1",".4;.1","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_ShotgunBlastShockCharge,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""7CC3AD0943BFA256746C75AB916B38DE"", ""Hit with <span color=\""#FFD700\"">Rapid Fire</>: gain a <span color=\""#FFD700\"">Shock Charge</>, once per 3 seconds (stacks up to 3 times)\r\nCast <span color=\""#FFD700\"">Shotgonne Blast</>: spend all <span color=\""#FFD700\"">Shock Charges</> to fire an energy blast dealing 300% Weapon Damage per Charge"")","","False","True","Always","(GameplayTags=((TagName=""Item.Weapon.Cannon""),(TagName=""Affix.Legendary.Forged.ShotgunBlastShockCharge"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_ShotgunBlastShockCharge","1","1","1","1","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_PowerProjectionShocks,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""5F8CD3B847EDCEDAEB572987C459C541"", ""<span color=\""#FFD700\"">Power Projection</> causes electric arcs to strike nearby enemies, dealing 40% Weapon Damage"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Railman.PowerProjectionShocks""),(TagName=""Item.Weapon.Focus"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Sharpshooter.Herman","1","1","1","1","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_PoundShocks,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""59CC89944339D82A243EE48F6A73A400"", ""Cast any <span color=\""#FFD700\"">Cooldown</> skill: gain a <span color=\""#FFD700\"">Shock Charge</> (stacks up to 3 times)\r\nCast <span color=\""#FFD700\"">Pound</>: spend a <span color=\""#FFD700\"">Shock Charge</> to create an electrical shockwave, dealing <span color=\""#FFD700\"">Pound</>\'s weapon damage"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.Railman.PoundShocks""),(TagName=""Item.Weapon.2H"")))","(TagName="""")","Ones","None","None","None","None","None","ProcChance|Legendary_CooldownShockCharge","1","1","1","1","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_ShockingRoundBasicBuff,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""6E26052B44F5B787C14401817673B4C2"", ""While <span color=\""#FFD700\"">Shocking Rounds</> is active:\r\nHit with <span color=\""#FFD700\"">Basic Attacks</>: <span color=\""#FFD700\"">Chain Lightning</> between up to 4 nearby enemies, dealing 100% Weapon Damage"")","","False","True","Always","(GameplayTags=((TagName=""Item.Weapon.1H""),(TagName=""Affix.Legendary.Railman.ShockingRoundsBasicBuff"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Railman.ShockingRoundsBasicBuff","1","1","1","1","","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Sharpshooter1_SetCounter,"1.000000","100.000000","1","1","NSLOCTEXT(""AffixTable"", ""B09EFF1840E8E86AB88C2ABE613FFD87"", ""<span color=\""#FFD700\"">Celestial Set</>"")","","False","True","Always","(GameplayTags=((TagName=""Affix.Legendary.SetCounter.Sharpshooter1""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Shoulders"")))","(TagName="""")","None","None","None","None","None","None","SetCounter|Affix.Legendary.SetCounter.Sharpshooter1","1","1","1","1","1","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Bow_StormDriver,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""5F5D02A247603A17C1761994528915A2"", ""<span color=\""#FFD700\"">Onslaught</> causes a lightning strike on an enemy every second, dealing 100% weapon damage to it and other nearby enemies"")","","False","True","Default","(GameplayTags=((TagName=""Item.Weapon.2H""),(TagName=""Affix.Legendary.Sharpshooter.StormDriver"")))","(TagName="""")","Ones","None","None","None","None","None","SkillModifier|Affix.Legendary.Sharpshooter.StormDriver;ProcChance|Legendary_StormDriver","1;10","1;10","1;10","1;10","1;10","(TagName="""")","0","","","","1.200000","False","",""
Legendary_Rifle_HeartShocker,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""6CB7799043383773767E86B9672E50A5"", ""<span color=\""#FFD700\"">Heart Seeker</> now does <span color=\""#FFD700\"">Chain Lightning</> on hit, striking up to three enemies for 50% of Heart Seeker\'s current damage."")","","False","True","Always","(GameplayTags=((TagName=""Item.Weapon.2H""),(TagName=""Affix.Legendary.Sharpshooter.HeartShocker"")))","(TagName="""")","None","None","None","None","None","None","SkillModifier|Affix.Legendary.Sharpshooter.HeartShocker","1","1","1","1","","(TagName="""")","0","","","","1.200000","False","",""
StoneBlocks_Rare_Tooltip,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""DF2D2551439BD4E4DE6E05A89C571746"", ""25 Stone Blocks"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
StoneBlocks_Legendary_Tooltip,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""190DB8CD441628FD6D71CC99F71E3875"", ""40 Stone Blocks"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
StoneRocks_Rare_Tooltip,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""1C5DBC254185DD92351677B3ECB738E6"", ""25 Stone Rocks"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
WoodLogs_Rare_Tooltip,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""12CF2B504561637F91158EBD5ACDFC51"", ""25 Wood Logs"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
MetalNuggets_Rare_Tooltip,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""ACD9094C4578F3F207409B9553DC237B"", ""25 Metal Nuggets"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
StoneRocks_Legendary_Tooltip,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""3A5E3A1C4274DD6E85A4F3B8CAD9423B"", ""40 Stone Rocks"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
WoodLogs_Legendary_Tooltip,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""A460AC8848513C253B5FAC9B41D05D39"", ""40 Wood Logs"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
MetalNuggets_Legendary_Tooltip,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""554D0B6C464B548AEB4FB9AF5A7CC4FA"", ""40 Metal Nuggets"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
Mapworks_Rare_Gold_Tooltip,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""7A5C07D0416154B083F1E2A360EE2CC1"", ""Goldrush Mapworks scroll (+15% Bonus Gold Luck)"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
Mapworks_Rare_Item_Tooltip,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""1A65211E4A2E53E2C7B9B5BAEB9E2384"", ""Supply Run Mapworks scroll (+15% Bonus Gear Luck)"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
Mapworks_Legendary_Gold_Tooltip,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""6B2A371B47B26C7B9639F3B35C28349D"", ""Goldrush Mapworks scroll (+20% Bonus Gold Luck)"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
Mapworks_Legendary_Item_Tooltip,"1.000000","100.000000","0","1","NSLOCTEXT(""AffixTable"", ""AE8DDCB5467A42EE35F57E93B0B7BD88"", ""Supply Run Mapworks scroll (+20% Bonus Gear Luck)"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
FormerLifebound,"1.000000","100.000000","0","0","","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","Ones","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
DamageMult_Physical_Secondary_Armor,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""B556C85B4FF4424303EE8D86827FFE0D"", ""+{0%}% bonus to Physical Damage"")","NSLOCTEXT(""AffixTable"", ""EF91E4194D0E466811745792605A822D"", ""{0} of Hurt"")","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Chest""),(TagName=""Affix.Damage.Physical""),(TagName=""Item.Armour.Locomotion"")))","(TagName="""")","Ones","None","None","None","None","None","Damage.Multiplier|Element.Physical","0.01-0.03","0.04-0.06","0.07-0.09","0.07-0.09","","(TagName="""")","0","","","","1.200000","False","",""
DamageMult_Fire_Secondary_Armor,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""59A44EFC4833D586C34016849D3F9AE2"", ""+{0%}% bonus to Fire Damage"")","NSLOCTEXT(""AffixTable"", ""B86F161E4CCD29701C88E9BA421E2CCD"", ""{0} of Singe"")","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Damage.Fire""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion"")))","(TagName="""")","Ones","None","None","None","None","None","Damage.Multiplier|Element.Fire","0.01-0.03","0.04-0.06","0.07-0.09","0.07-0.09","","(TagName="""")","0","","","","1.200000","False","",""
